date,return
1981-11-06,-0.22596754057428214
1981-11-09,-0.20177664974619292
1981-11-10,-0.17038007863695948
1981-11-11,-0.12751677852348986
1981-11-12,-0.08819538670284943
1981-11-13,-0.1624161073825503
1981-11-16,-0.11239193083573484
1981-11-17,-0.03230769230769237
1981-11-18,-0.026946107784431073
1981-11-19,-0.007633587786259555
1981-11-20,-0.006069802731411222
1981-11-23,-0.10086455331412114
1981-11-24,-0.10662824207492805
1981-11-25,-0.14111261872455916
1981-11-27,-0.1333333333333333
1981-11-30,-0.09704641350210974
1981-12-01,-0.0854700854700855
1981-12-02,-0.05139500734214375
1981-12-03,-0.06314243759177673
1981-12-04,-0.04379562043795626
1981-12-07,-0.026587887740029514
1981-12-08,-0.013740458015267132
1981-12-09,0.018808777429467183
1981-12-10,0.04166666666666674
1981-12-11,0.06425041186161473
1981-12-14,0.019607843137254832
1981-12-15,0.04220779220779214
1981-12-16,0.15463917525773185
1981-12-17,0.27943760984182786
1981-12-18,0.3971631205673758
1981-12-21,0.5356415478615071
1981-12-22,0.5463709677419357
1981-12-23,0.43953934740882916
1981-12-24,0.4334600760456273
1981-12-28,0.36882129277566533
1981-12-29,0.2864674868189807
1981-12-30,0.30204778156996603
1981-12-31,0.31099656357388317
1982-01-04,0.23051948051948057
1982-01-05,0.12852664576802497
1982-01-06,0.10747663551401865
1982-01-07,-0.012066365007541435
1982-01-08,0.03318250377073917
1982-01-11,0.028846153846153744
1982-01-12,-0.028213166144200552
1982-01-13,-0.020667726550079424
1982-01-14,0.006230529595015799
1982-01-15,0.017725258493353158
1982-01-18,0.03692762186115228
1982-01-19,0.019345238095238138
1982-01-20,0.06564885496183193
1982-01-21,0.08549618320610675
1982-01-22,0.07035928143712566
1982-01-25,0.007256894049346929
1982-01-26,-0.019089574155653377
1982-01-27,-0.02467343976777947
1982-01-28,0.007256894049346929
1982-01-29,0.03083700440528636
1982-02-01,0.046757164404223284
1982-02-02,0.1331168831168832
1982-02-03,0.12580645161290316
1982-02-04,0.08267090620031792
1982-02-05,0.07582938388625582
1982-02-08,-0.01846153846153853
1982-02-09,-0.05059523809523814
1982-02-10,0.03525641025641035
1982-02-11,0.03571428571428559
1982-02-12,0.027027027027027195
1982-02-16,-0.026153846153846305
1982-02-17,-0.012307692307692464
1982-02-18,-0.007633587786259555
1982-02-19,0.03525641025641035
1982-02-22,0.029032258064516148
1982-02-23,-0.006319115323854652
1982-02-24,-0.026153846153846305
1982-02-25,-0.02024922118380057
1982-02-26,-0.02024922118380057
1982-03-01,-0.020123839009288047
1982-03-02,-0.00783699059561127
1982-03-03,-0.03358778625954206
1982-03-04,-0.05918057663125953
1982-03-05,-0.11300309597523228
1982-03-08,-0.13230769230769235
1982-03-09,-0.12461538461538468
1982-03-10,-0.13312693498452022
1982-03-11,-0.10256410256410253
1982-03-12,-0.18068535825545162
1982-03-15,-0.22470238095238093
1982-03-16,-0.29670329670329676
1982-03-17,-0.38197969543147203
1982-03-18,-0.3023872679045092
1982-03-19,-0.25293350717079544
1982-03-22,-0.17866666666666664
1982-03-23,-0.19496021220159154
1982-03-24,-0.2041666666666666
1982-03-25,-0.22267759562841527
1982-03-26,-0.2660550458715597
1982-03-29,-0.2490170380078638
1982-03-30,-0.23218997361477578
1982-03-31,-0.19166666666666654
1982-04-01,-0.1392405063291139
1982-04-02,-0.06564885496183215
1982-04-05,-0.10656934306569354
1982-04-06,-0.05451713395638624
1982-04-07,-0.03387096774193543
1982-04-08,-0.02110389610389618
1982-04-12,-0.07275541795665641
1982-04-13,-0.2002902757619739
1982-04-14,-0.20797720797720798
1982-04-15,-0.1766423357664234
1982-04-16,-0.166189111747851
1982-04-19,-0.19971870604781994
1982-04-20,-0.24055944055944045
1982-04-21,-0.22334293948126804
1982-04-22,-0.2065868263473054
1982-04-23,-0.21130952380952384
1982-04-26,-0.21757925072046114
1982-04-27,-0.2507122507122507
1982-04-28,-0.27377521613832856
1982-04-29,-0.27793696275071633
1982-04-30,-0.2722063037249284
1982-05-03,-0.22760646108663718
1982-05-04,-0.2026431718061673
1982-05-05,-0.16300940438871458
1982-05-06,-0.13636363636363624
1982-05-07,-0.13312693498452022
1982-05-10,-0.13636363636363624
1982-05-11,-0.17337461300309598
1982-05-12,-0.17693522906793047
1982-05-13,-0.18068535825545162
1982-05-14,-0.22461538461538466
1982-05-17,-0.2321981424148608
1982-05-18,-0.23667711598746077
1982-05-19,-0.23370429252782188
1982-05-20,-0.230647709320695
1982-05-21,-0.21939586645469
1982-05-24,-0.21144674085850557
1982-05-25,-0.2164296998420221
1982-05-26,-0.22432859399684046
1982-05-27,-0.23854660347551337
1982-05-28,-0.22258064516129028
1982-06-01,-0.17277486910994766
1982-06-02,-0.14539007092198575
1982-06-03,-0.1827768014059754
1982-06-04,-0.19107142857142856
1982-06-07,-0.19107142857142856
1982-06-08,-0.14828897338403046
1982-06-09,-0.15738963531669858
1982-06-10,-0.1328125
1982-06-11,-0.05338809034907599
1982-06-14,-0.12357414448669202
1982-06-15,-0.19546247818499118
1982-06-16,-0.25162337662337664
1982-06-17,-0.25370675453047775
1982-06-18,-0.22513089005235598
1982-06-21,-0.2196836555360281
1982-06-22,-0.1767857142857142
1982-06-23,-0.17277486910994766
1982-06-24,-0.18556701030927847
1982-06-25,-0.2147766323024055
1982-06-28,-0.2598039215686274
1982-06-29,-0.2826797385620915
1982-06-30,-0.2826797385620915
1982-07-01,-0.2833607907742999
1982-07-02,-0.3088480801335559
1982-07-06,-0.34328358208955223
1982-07-07,-0.33889816360601
1982-07-08,-0.31215970961887474
1982-07-09,-0.29496402877697836
1982-07-12,-0.28900709219858156
1982-07-13,-0.2680412371134021
1982-07-14,-0.24253075571177507
1982-07-15,-0.1915285451197053
1982-07-16,-0.15213358070500937
1982-07-19,-0.130188679245283
1982-07-20,-0.07358490566037734
1982-07-21,-0.09576427255985276
1982-07-22,-0.057034220532319435
1982-07-23,-0.03373015873015872
1982-07-26,-0.07738095238095244
1982-07-27,-0.08464566929133854
1982-07-28,-0.155893536121673
1982-07-29,-0.151012891344383
1982-07-30,-0.1292134831460675
1982-08-02,-0.13248638838475502
1982-08-03,-0.20000000000000007
1982-08-04,-0.1941923774954628
1982-08-05,-0.202247191011236
1982-08-06,-0.1900191938579654
1982-08-09,-0.1901140684410647
1982-08-10,-0.10119047619047616
1982-08-11,-0.0786290322580645
1982-08-12,-0.06981519507186862
1982-08-13,-0.06016597510373445
1982-08-16,-0.05338809034907599
1982-08-17,0.0
1982-08-18,-0.01008064516129037
1982-08-19,0.0
1982-08-20,0.03462321792260692
1982-08-23,0.09958506224066377
1982-08-24,0.15352697095435675
1982-08-25,0.25316455696202533
1982-08-26,0.26970954356846466
1982-08-27,0.25161290322580654
1982-08-30,0.30242825607064017
1982-08-31,0.36865342163355397
1982-09-01,0.3459821428571428
1982-09-02,0.4328018223234622
1982-09-03,0.42567567567567544
1982-09-07,0.2993492407809111
1982-09-08,0.34490238611713653
1982-09-09,0.316702819956616
1982-09-10,0.3535791757049891
1982-09-13,0.38852097130242824
1982-09-14,0.4639639639639639
1982-09-15,0.45495495495495497
1982-09-16,0.3535791757049891
1982-09-17,0.2911392405063291
1982-09-20,0.2995780590717301
1982-09-21,0.37636761487965
1982-09-22,0.426048565121413
1982-09-23,0.4715261958997723
1982-09-24,0.4214123006833712
1982-09-27,0.43448275862068964
1982-09-28,0.5289855072463767
1982-09-29,0.5984848484848482
1982-09-30,0.5883838383838382
1982-10-01,0.6833773087071238
1982-10-04,0.6479591836734695
1982-10-05,0.6209476309226936
1982-10-06,0.6384976525821597
1982-10-07,0.7494199535962875
1982-10-08,0.8451025056947608
1982-10-11,0.8096280087527352
1982-10-12,0.737527114967462
1982-10-13,0.6496945010183302
1982-10-14,0.6578411405295317
1982-10-15,0.598790322580645
1982-10-18,0.6632443531827517
1982-10-19,0.7784946236559138
1982-10-20,0.8795698924731183
1982-10-21,1.0180180180180178
1982-10-22,0.9349240780911063
1982-10-25,0.806451612903226
1982-10-26,0.7656903765690377
1982-10-27,0.9330357142857142
1982-10-28,0.9504504504504503
1982-10-29,1.051643192488263
1982-11-01,1.1848341232227488
1982-11-02,1.3145539906103285
1982-11-03,1.3399558498896247
1982-11-04,1.3369803063457333
1982-11-05,1.2913907284768213
1982-11-08,1.1964679911699778
1982-11-09,1.232104121475054
1982-11-10,1.1751527494908354
1982-11-11,1.315682281059063
1982-11-12,1.25
1982-11-15,1.1456692913385829
1982-11-16,0.9509433962264153
1982-11-17,0.9442446043165469
1982-11-18,0.8198653198653199
1982-11-19,0.738562091503268
1982-11-22,0.6649484536082473
1982-11-23,0.6864406779661019
1982-11-24,0.6403225806451613
1982-11-26,0.6567164179104479
1982-11-29,0.5818759936406996
1982-11-30,0.7361769352290681
1982-12-01,0.8697829716193657
1982-12-02,0.8064516129032258
1982-12-03,0.8023064250411862
1982-12-06,0.8509615384615385
1982-12-07,0.8553259141494436
1982-12-08,0.7569230769230768
1982-12-09,0.6811145510835912
1982-12-10,0.6153846153846154
1982-12-13,0.6111111111111112
1982-12-14,0.5876623376623376
1982-12-15,0.5484896661367251
1982-12-16,0.5340557275541793
1982-12-17,0.6068111455108358
1982-12-20,0.6570512820512822
1982-12-21,0.671474358974359
1982-12-22,0.6951026856240128
1982-12-23,0.7424960505529226
1982-12-27,0.7949125596184421
1982-12-28,0.755485893416928
1982-12-29,0.673374613003096
1982-12-30,0.5907692307692307
1982-12-31,0.4742120343839542
1983-01-03,0.3023872679045092
1983-01-04,0.28148148148148144
1983-01-05,0.2611850060459493
1983-01-06,0.2534332084893882
1983-01-07,0.17037037037037028
1983-01-10,0.21744471744471738
1983-01-11,0.26607818411097117
1983-01-12,0.3086419753086418
1983-01-13,0.28174123337363977
1983-01-14,0.3009153318077802
1983-01-17,0.3125
1983-01-18,0.28923766816143504
1983-01-19,0.37976190476190474
1983-01-20,0.5260663507109005
1983-01-21,0.48729792147806017
1983-01-24,0.4030023094688222
1983-01-25,0.4439359267734553
1983-01-26,0.425162689804772
1983-01-27,0.42393509127789053
1983-01-28,0.3330188679245285
1983-01-31,0.31928838951310845
1983-02-01,0.38631984585741797
1983-02-02,0.48442211055276374
1983-02-03,0.4946550048590863
1983-02-04,0.41947565543071175
1983-02-07,0.28056288478452074
1983-02-08,0.293010752688172
1983-02-09,0.33577981651376154
1983-02-10,0.4999999999999998
1983-02-11,0.48288621646623486
1983-02-14,0.47456059204440315
1983-02-15,0.4699248120300754
1983-02-16,0.5830753353973168
1983-02-17,0.5236180904522614
1983-02-18,0.537856440511308
1983-02-22,0.6046046046046045
1983-02-23,0.6231155778894473
1983-02-24,0.5095541401273884
1983-02-25,0.43839285714285703
1983-02-28,0.4035714285714287
1983-03-01,0.4606946983546618
1983-03-02,0.3948051948051947
1983-03-03,0.335904027420737
1983-03-04,0.3467600700525393
1983-03-07,0.3885819521178635
1983-03-08,0.44940476190476186
1983-03-09,0.5253549695740367
1983-03-10,0.5153374233128833
1983-03-11,0.5
1983-03-14,0.43895055499495483
1983-03-15,0.39402697495183037
1983-03-16,0.3994197292069632
1983-03-17,0.4007670182166827
1983-03-18,0.3811742777260019
1983-03-21,0.37443336355394385
1983-03-22,0.3587245349867141
1983-03-23,0.30446428571428585
1983-03-24,0.3746530989824237
1983-03-25,0.437137330754352
1983-03-28,0.4237123420796889
1983-03-29,0.5356415478615071
1983-03-30,0.4691714836223506
1983-03-31,0.3959731543624161
1983-04-04,0.41135458167330663
1983-04-05,0.46729957805907185
1983-04-06,0.3915237134207872
1983-04-07,0.3605577689243027
1983-04-08,0.280188679245283
1983-04-11,0.3528301886792453
1983-04-12,0.28847845206684264
1983-04-13,0.2891156462585036
1983-04-14,0.34869565217391285
1983-04-15,0.360655737704918
1983-04-18,0.2577639751552796
1983-04-19,0.24456521739130443
1983-04-20,0.43621399176954734
1983-04-21,0.4199683042789222
1983-04-22,0.3378995433789955
1983-04-25,0.19373219373219386
1983-04-26,0.2193913658881812
1983-04-27,0.21078779276082327
1983-04-28,0.1973592772758861
1983-04-29,0.17806364251861884
1983-05-02,0.0981794538361509
1983-05-03,0.10224274406332445
1983-05-04,0.21909340659340648
1983-05-05,0.31046431046431033
1983-05-06,0.30494505494505497
1983-05-09,0.20825274016763395
1983-05-10,0.17716781035558338
1983-05-11,0.15370138017565882
1983-05-12,0.1649616368286444
1983-05-13,0.1936114732724903
1983-05-16,0.17612137203166212
1983-05-17,0.1432225063938617
1983-05-18,0.12850904553961318
1983-05-19,0.15541795665634672
1983-05-20,0.18143459915611815
1983-05-23,0.23029174425822463
1983-05-24,0.3263358778625953
1983-05-25,0.2941176470588236
1983-05-26,0.27001862197392934
1983-05-27,0.3123797305965361
1983-05-31,0.2938881664499351
1983-06-01,0.32824933687002655
1983-06-02,0.3798767967145791
1983-06-03,0.40625
1983-06-06,0.4595141700404859
1983-06-07,0.4305270362765228
1983-06-08,0.44740532959326784
1983-06-09,0.41741534208707676
1983-06-10,0.41119557705597787
1983-06-13,0.3504449007529089
1983-06-14,0.3022941970310391
1983-06-15,0.23614775725593673
1983-06-16,0.286179921773142
1983-06-17,0.3237508555783708
1983-06-20,0.237550471063257
1983-06-21,0.24629878869448185
1983-06-22,0.3030716723549487
1983-06-23,0.22546419098143233
1983-06-24,0.20327868852459008
1983-06-27,0.1923076923076923
1983-06-28,0.13973182780522242
1983-06-29,0.21710999281092747
1983-06-30,0.22189992748368392
1983-07-01,0.24231332357247437
1983-07-05,0.19970523212969793
1983-07-06,0.1387726638772664
1983-07-07,0.09965870307167246
1983-07-08,0.05145118733509224
1983-07-11,0.05544809800128969
1983-07-12,0.01331642358909324
1983-07-13,-0.01913580246913571
1983-07-14,-0.011228945726762252
1983-07-15,-0.1237822349570199
1983-07-18,-0.1489955357142857
1983-07-19,-0.14220705346985218
1983-07-20,-0.15155131264916466
1983-07-21,-0.1323273360417877
1983-07-22,-0.11606096131301291
1983-07-25,-0.13755078351712124
1983-07-26,-0.22528735632183905
1983-07-27,-0.26050917702782705
1983-07-28,-0.298623578695392
1983-07-29,-0.32281690140845065
1983-08-01,-0.3712321523003701
1983-08-02,-0.37631578947368427
1983-08-03,-0.35859124866595515
1983-08-04,-0.3926868044515104
1983-08-05,-0.3654159869494291
1983-08-08,-0.3567508232711306
1983-08-09,-0.35281267067176414
1983-08-10,-0.3381940549635446
1983-08-11,-0.34955257270693507
1983-08-12,-0.3615257048092869
1983-08-15,-0.364951768488746
1983-08-16,-0.4045918367346939
1983-08-17,-0.42381432896064575
1983-08-18,-0.4460431654676259
1983-08-19,-0.4376208897485494
1983-08-22,-0.43352883675464315
1983-08-23,-0.4628543499511242
1983-08-24,-0.47587939698492465
1983-08-25,-0.47528706939590615
1983-08-26,-0.4722222222222222
1983-08-29,-0.49078014184397156
1983-08-30,-0.47619047619047616
1983-08-31,-0.3856459330143541
1983-09-01,-0.3929263565891473
1983-09-02,-0.36128717698683566
1983-09-06,-0.3354554358472086
1983-09-07,-0.39533705017739484
1983-09-08,-0.43316062176165804
1983-09-09,-0.4364994663820705
1983-09-12,-0.46477445514445004
1983-09-13,-0.4296794208893485
1983-09-14,-0.40728656878738445
1983-09-15,-0.43952483801295894
1983-09-16,-0.4698795180722891
1983-09-19,-0.40313852813852813
1983-09-20,-0.3967302452316076
1983-09-21,-0.37442396313364057
1983-09-22,-0.3065015479876161
1983-09-26,-0.49379799173065564
1983-09-27,-0.5192878338278932
1983-09-28,-0.5356511490866235
1983-09-29,-0.5184275184275184
1983-09-30,-0.5119412124923455
1983-10-03,-0.505276225946617
1983-10-04,-0.5056461731493098
1983-10-05,-0.5265729993891265
1983-10-06,-0.5200250312891114
1983-10-07,-0.5582127123977345
1983-10-10,-0.5703470031545741
1983-10-11,-0.5631131458469588
1983-10-12,-0.522622950819672
1983-10-13,-0.47413793103448276
1983-10-14,-0.4486638537271449
1983-10-17,-0.5157190635451505
1983-10-18,-0.5570291777188329
1983-10-19,-0.5013458950201884
1983-10-20,-0.47922848664688433
1983-10-21,-0.45156124899919925
1983-10-24,-0.378839590443686
1983-10-25,-0.3910149750415973
1983-10-26,-0.4163162321278385
1983-10-27,-0.3856540084388185
1983-10-28,-0.4009983361064893
1983-10-31,-0.31937172774869105
1983-11-01,-0.32047986289631536
1983-11-02,-0.3088737201365187
1983-11-03,-0.36371308016877635
1983-11-04,-0.3830508474576271
1983-11-07,-0.3774720550300945
1983-11-08,-0.4666666666666667
1983-11-09,-0.44050632911392407
1983-11-10,-0.41988003427592124
1983-11-11,-0.3966725043782837
1983-11-14,-0.4103896103896104
1983-11-15,-0.41444539982803097
1983-11-16,-0.4055220017256256
1983-11-17,-0.356687898089172
1983-11-18,-0.3183125599232982
1983-11-21,-0.29495718363463364
1983-11-22,-0.3035714285714285
1983-11-23,-0.3481894150417828
1983-11-25,-0.3759929390997352
1983-11-28,-0.4361370716510903
1983-11-29,-0.4293695131683959
1983-11-30,-0.4641221374045802
1983-12-01,-0.4856300663227707
1983-12-02,-0.42581726739312653
1983-12-05,-0.3583180987202925
1983-12-06,-0.3304924242424242
1983-12-07,-0.31439393939393934
1983-12-08,-0.328195829555757
1983-12-09,-0.3165137614678899
1983-12-12,-0.28612716763005785
1983-12-13,-0.23418972332015808
1983-12-14,-0.27017225747960105
1983-12-15,-0.24119241192411922
1983-12-16,-0.21454880294659306
1983-12-19,-0.2616071428571429
1983-12-20,-0.06067677946324379
1983-12-21,0.03209876543209855
1983-12-22,0.0824873096446701
1983-12-23,0.08163265306122458
1983-12-27,0.07026348808030125
1983-12-28,0.08155583437892111
1983-12-29,0.06598984771573613
1983-12-30,0.08387096774193559
1984-01-03,0.15123859191655797
1984-01-04,0.3689458689458691
1984-01-05,0.43024963289280493
1984-01-06,0.43113772455089827
1984-01-09,0.24313186813186793
1984-01-10,0.20050441361916782
1984-01-11,0.23086734693877564
1984-01-12,0.32734806629834257
1984-01-13,0.4056886227544909
1984-01-16,0.2968960863697707
1984-01-17,0.4045584045584045
1984-01-18,0.446715328467153
1984-01-19,0.37225274725274726
1984-01-20,0.3469945355191255
1984-01-23,0.4337175792507204
1984-01-24,0.2898351648351647
1984-01-25,0.2930555555555556
1984-01-26,0.22051282051282062
1984-01-27,0.1361916771752838
1984-01-30,0.05308641975308648
1984-01-31,0.1312997347480107
1984-02-01,0.1648351648351647
1984-02-02,0.18370165745856348
1984-02-03,0.3701298701298701
1984-02-06,0.20814479638009065
1984-02-07,0.22747415066469712
1984-02-08,0.16255442670537001
1984-02-09,0.19530102790014703
1984-02-10,0.233480176211454
1984-02-13,0.21335268505079807
1984-02-14,0.2489391796322491
1984-02-15,0.21800281293952173
1984-02-16,0.17948717948717952
1984-02-17,0.16329284750337392
1984-02-21,0.2834757834757835
1984-02-22,0.33521923620933514
1984-02-23,0.27900552486187835
1984-02-24,0.3076923076923077
1984-02-27,0.3262108262108263
1984-02-28,0.2593123209169055
1984-02-29,0.32116788321167866
1984-03-01,0.3262108262108263
1984-03-02,0.32814710042432815
1984-03-05,0.27348066298342544
1984-03-06,0.19703103913630238
1984-03-07,0.22550335570469815
1984-03-08,0.24966261808367074
1984-03-09,0.17290322580645157
1984-03-12,0.172670807453416
1984-03-13,0.10833333333333339
1984-03-14,0.07620164126611972
1984-03-15,0.11487303506650548
1984-03-16,0.14037267080745353
1984-03-19,0.08253588516746424
1984-03-20,0.05041031652989436
1984-03-21,0.05660377358490565
1984-03-22,0.030480656506447934
1984-03-23,0.019721577726218076
1984-03-26,0.055952380952380976
1984-03-27,0.026190476190476097
1984-03-28,-0.0045300113250282825
1984-03-29,-0.09053069719042661
1984-03-30,-0.12422997946611913
1984-04-02,-0.10355648535564854
1984-04-03,-0.04751381215469608
1984-04-04,-0.11344537815126055
1984-04-05,-0.13886010362694312
1984-04-06,-0.1571279916753382
1984-04-09,-0.13738019169329063
1984-04-10,-0.11238293444328828
1984-04-11,-0.1440162271805273
1984-04-12,-0.10494450050454085
1984-04-13,-0.11211211211211214
1984-04-16,-0.08215010141987822
1984-04-17,-0.04723618090452275
1984-04-18,0.027689030883919052
1984-04-19,0.04618689581095592
1984-04-23,0.027310924369747802
1984-04-24,0.06659267480577147
1984-04-25,0.11606096131301302
1984-04-26,0.2016412661195779
1984-04-27,0.22405660377358494
1984-04-30,0.26137689614935833
1984-05-01,0.35781990521327
1984-05-02,0.4194756554307115
1984-05-03,0.3116726835138388
1984-05-04,0.29588014981273414
1984-05-07,0.31818181818181834
1984-05-08,0.3488095238095237
1984-05-09,0.36602870813397126
1984-05-10,0.29331823329558304
1984-05-11,0.2829099307159355
1984-05-14,0.24713958810068637
1984-05-15,0.2749419953596288
1984-05-16,0.16648168701442834
1984-05-17,0.06355932203389836
1984-05-18,0.10691144708423317
1984-05-21,0.17540106951871648
1984-05-22,0.1428571428571428
1984-05-23,0.18657565415244592
1984-05-24,0.1182320441988951
1984-05-25,0.09237379162191184
1984-05-29,0.07774227902023423
1984-05-30,0.08351409978308033
1984-05-31,0.14092446448703488
1984-06-01,0.14676889375684543
1984-06-04,0.10259179265658736
1984-06-05,0.057205720572057306
1984-06-06,0.05826271186440679
1984-06-07,0.06444683136412444
1984-06-08,0.07407407407407396
1984-06-11,0.06941431670281983
1984-06-12,0.09368191721132901
1984-06-13,0.1325966850828728
1984-06-14,0.1104910714285714
1984-06-15,0.1149553571428572
1984-06-18,0.16154721274175188
1984-06-19,0.1513083048919226
1984-06-20,0.17587373167981957
1984-06-21,0.1589327146171695
1984-06-22,0.12172923777019329
1984-06-25,0.07437070938215085
1984-06-26,0.05041031652989436
1984-06-27,0.015169194865810809
1984-06-28,0.054524361948955935
1984-06-29,0.08175355450236976
1984-07-02,0.0625752105896511
1984-07-03,0.07407407407407396
1984-07-05,0.05308641975308648
1984-07-06,0.015240328253223856
1984-07-09,0.07227488151658767
1984-07-10,0.043968432919955
1984-07-11,0.02931228861330326
1984-07-12,0.01436464088397793
1984-07-13,-0.04113924050632911
1984-07-16,-0.08082901554404143
1984-07-17,-0.08932238193018482
1984-07-18,-0.10633946830265839
1984-07-19,-0.09053069719042661
1984-07-20,-0.08193277310924374
1984-07-23,-0.15512195121951222
1984-07-24,-0.11560693641618491
1984-07-25,-0.14708603145235888
